Term,pval,fdr,nes,es,gene
GO_Biological_Process_2023__Leukotriene Metabolic Process (GO:0006691),0.3005128205128205,0.9870187878847415,1.1286616142038086,0.584212332593927,PLA2G1B;CYP4F2;LTA4H;GGT1
GO_Biological_Process_2023__Excitatory Postsynaptic Potential (GO:0060079),0.3006134969325153,0.9860396569802402,1.1309972851462184,0.5802026277480912,GRIN2A;GSK3A
GO_Biological_Process_2023__Positive Regulation Of Telomere Capping (GO:1904355),0.3008213552361396,0.9880391658419453,1.1311253010424385,0.5891092649934826,NABP2;MAPKAPK5;MAP2K7;TNKS2;TNKS;PRKCQ;RTEL1;MAP3K4;HNRNPD;PNKP;PKIB;MAPK3
GO_Biological_Process_2023__Positive Regulation Of Epithelial Cell Migration (GO:0010634),0.301,1.0,1.0662258134786304,0.5209755664848283,IFNG;FUT1;PDCD6;EGF;INSL3;FGF10;EMC10;RAC1;GPI;ZNF580
GO_Biological_Process_2023__Cilium Assembly (GO:0060271),0.301,1.0,1.0475690315906625,0.5058625920860998,AVIL;TCTN1;TMEM231;TXNDC15;BBS9;CFAP20;IFT140;RPGRIP1L;CCDC113;RAB8A;CCDC65;DNAAF3;E2F4;BBS7;IFT81;ABLIM3;IFT22;CEP290;DYNLL1;CEP89;ENKD1;CEP83;CPLANE1;EHD2;DNAH5;RSPH6A;TBC1D31;CCNO;RILPL2;TTC26;B9D2;TEKT1;TCTN2;FBXW8;CLUAP1;CEP41;OCRL;RAB3IP;CC2D2B;BBS10;RP2;NUDCD3;IFT52;CC2D2A;LRGUK;GALNT11;PCNT;TMEM67;CCDC96;KIF3A;SCLT1;NEK1;GAS8;RPGR;POC1B;HDAC6;ATP6V0D1;ALPK1;CEP250;TRAPPC14;PTPDC1;LRRC43;TCTN3;FUZ;TMEM250;NME8;MKKS;GBF1;KIF24;BBS2
GO_Biological_Process_2023__Epoxygenase P450 Pathway (GO:0019373),0.3012170385395537,0.9846827019018422,1.133227059925848,0.5813589017182446,CYP2C9;CYP4F2;CYP2C8;CYP2E1;CYP2J2;CYP2C18;CYP2F1
GO_Biological_Process_2023__Negative Regulation Of Smoothened Signaling Pathway (GO:0045879),0.3024193548387097,0.9926873291424075,1.115299493756912,0.5671635631310418,GLI1;MOSMO;GLIS2;TULP3;RFX4;MGRN1;MEGF8;HERC4;SUFU;ULK3;VCP
GO_Biological_Process_2023__Protein Heterooligomerization (GO:0051291),0.30284552845528456,0.9991498177333187,1.1188173075071086,0.5735041346710817,FARSA;NUDT21;PKD1;KRT1;ZNF746;ZNF777;CPSF6;CBR4
GO_Biological_Process_2023__Cellular Response To Glucocorticoid Stimulus (GO:0071385),0.30303030303030304,0.7502402243753752,-1.053239373420102,-0.29104269888103323,UBE2L3;AQP1;ISL1;FAM107A;ZFP36;BCL2L11;HNRNPU;REST;SSTR2;ZFP36L2;KLF9;PCK2;ZFP36L1;NR3C1;PCK1;SSTR5
GO_Biological_Process_2023__Positive Regulation Of Histone Methylation (GO:0031062),0.3031536113936928,0.9855246313963415,1.1135832135961645,0.5715959907680599,MCRS1;KANSL2;BAZ2A;WDR5;KAT8
GO_Molecular_Function_2023__Solute:Proton Symporter Activity (GO:0015295),0.3037716615698267,0.9886932953361,1.1255844662062227,0.5754970147242158,SLC11A2;SLC25A3;SLC2A13;SLC36A1;SLC15A4;SLC2A9;SLC33A1
GO_Biological_Process_2023__Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627),0.3038229376257545,1.0,1.0916149448831458,0.5491945412039305,PIP4K2C;GSK3A;SOCS1;TSC2;PTPN1;SLC27A4;PRKCQ;TNS2
GO_Biological_Process_2023__Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163),0.3039117352056169,1.0,1.0870139864529424,0.5399283858821119,WNT10B;ZNF423;NR1H2;ADAMTS5;TFE3;STK11;PGAM5;ARRDC3
GO_Molecular_Function_2023__DNA-directed DNA Polymerase Activity (GO:0003887),0.3046153846153846,0.9959819114791396,1.123776604237767,0.573910879111559,POLE;POLN;POLA1;POLD1;POLE3;POLB;POLM;POLL;POLE2
GO_Molecular_Function_2023__G Protein-Coupled Peptide Receptor Activity (GO:0008528),0.305,1.0,1.0654796817476653,0.5163995164042363,GPR32;PRLHR;BRS3;MC1R;GPR84;MC3R;NPSR1;GPR37;RXFP3;GLP2R
"GO_Molecular_Function_2023__Catalytic Activity, Acting On A tRNA (GO:0140101)",0.30522088353413657,1.0,1.0922933798351169,0.5396114235705779,FTO;DTWD2;THG1L;DUS3L;DUS2;ETF1;GATC;BCDIN3D;QTRT1;DUS4L;TRMT12;FTSJ1;ALKBH1;NT5C3A
GO_Molecular_Function_2023__Promoter-Specific Chromatin Binding (GO:1990841),0.30561122244488975,1.0,1.0911158424526521,0.5407260651208123,TRIM28;ZNF304;GTF2F1;E2F4;RBL2;NIPBL;WDR13;PRDM1
GO_Biological_Process_2023__Retrograde Axonal Transport (GO:0008090),0.30578512396694213,0.9995295102234272,1.122135705219535,0.5848909081198386,FBXW11;SOD1;MGARP;APEX1;KIF5A;TMEM108;KIF5B
GO_Biological_Process_2023__Regulation Of Dendrite Extension (GO:1903859),0.3061855670103093,0.9981771211590655,1.1185534841183924,0.5763350580564633,UNC13A;SYT1;RIMS2;SYT3;SYT17
GO_Biological_Process_2023__Regulation Of Neurotransmitter Transport (GO:0051588),0.306205493387589,0.9947703160630946,1.1180490967145384,0.5727524573733482,CPLX2;SNCAIP;SYN1;FMR1;CPLX1
GO_Biological_Process_2023__Phosphate Ion Transport (GO:0006817),0.3062692702980473,0.9933173471189498,1.115596042688161,0.5752739319316191,SLC34A2;SLC37A3;SLC25A3;SLC17A8
GO_Biological_Process_2023__Protein Export From Nucleus (GO:0006611),0.3066801619433198,0.9859286056915268,1.1129079272906883,0.5582317075475868,RANBP3;RANBP3L;NUTF2;RANBP17;XPO7;PKD1;NUP214;XPO6
GO_Molecular_Function_2023__Calcium Ion Binding (GO:0005509),0.307,1.0,1.0390070824272228,0.49684182373277225,GUCA1C;PCDHGB4;S100A2;PLA2G1B;CDH18;CETN3;SPOCK1;ATP2A1;MMP13;ANXA6;PDCD6;RPH3A;ADGRV1;CDH9;PCLO;SYT1;CABS1;CACNA1A;CDH4;CALB2;CANX;PAM;PCDHA4;PCDHA7;RYR1;CD320;C2CD5;CABP5;KCNIP1;PCDHB8;LETM1;CPNE1;AOC1;CLU;HSP90B1;DHH;CLGN;NCS1;PCDHB6;CALB1;TESC;ASTN2;CDH22;CALU;CALM3;SLC25A13;TRPM4;CIB4;PITPNM2;DSPP;MYL9;S100A9;SYT3;S100A8;STIM2;MAN1B1;CDH6;REG4;SRI;PNLIPRP2;BRAF;ALOX15B;SYT17;MELK;TPM4;NOL3;CLEC4E;RGN;CALR;RCAN1;PLSCR1
GO_Biological_Process_2023__Positive Regulation Of Establishment Of Protein Localization (GO:1904951),0.3079268292682927,0.9815051828412538,1.1301749752677468,0.5850247191910243,CEP120;CCT5;CCT8;DKC1;TCP1;CEP135;CCT6A;TNF;CCT3;TREM2;WRAP53;PTP4A3
"GO_Biological_Process_2023__mRNA Splicing, Via Spliceosome (GO:0000398)",0.308,1.0,1.04067108334945,0.5034185797897751,RBM19;SNRPF;SLU7;PPWD1;GEMIN5;RBM22;SNRPB2;IK;MAGOHB;LSM7;CRNKL1;U2AF2;RNPS1;GEMIN7;PRMT7;PRPF31;CACTIN;TGS1;DDX23;ZMAT2;CTNNBL1;XAB2;LSM5;CWC27;SNRPB;PIN1;SF3B3;SNRPD2;SART3;SNRNP70;CDK13;GPKOW;ZCCHC8;GPATCH1;PRPF40B;DHX38;PRPF4;DHX35;PRPF6;SRPK2;WDR83;PUF60;RBM42;PLRG1;HNRNPA1;RALY;SNRNP35;METTL14;DDX39A;BUD31;NCBP1;LSM6;USP49;PRMT5;FRA10AC1;SF3A2;YTHDC1;STRAP;SRSF9;LSM4;SF3B5;SRRM2;HNRNPM;CDC5L;DHX15;DDX41;HNRNPK;HNRNPH3;SDE2;SMN1;HTATSF1;RBM41;TRA2A;SMU1;HNRNPC;RNF113A;NCBP2;SRPK3;GEMIN2;SCAF11;SCNM1;DDX46;SNW1;SRSF3;PNN;PABPC1;CWF19L1;SRSF5;METTL3;SF3B4;SYNCRIP;U2AF1;RBM17;RBM10
GO_Biological_Process_2023__'De Novo' Post-Translational Protein Folding (GO:0051084),0.3087790110998991,1.0,1.0982982960676029,0.5514446876216272,HSPA9;PTGES3;GAK;CCT2;DNAJB1;DNAJC18;DNAJB14;HSPA14;DNAJB13
GO_Biological_Process_2023__Amino Acid Transport (GO:0006865),0.309,1.0,1.0906374326257176,0.536116741060831,SLC7A3;SLC6A12;SLC7A6;SLC38A9;SLC7A9;SLC38A4;SLC38A7;SLC36A1
GO_Biological_Process_2023__Cardiac Ventricle Morphogenesis (GO:0003208),0.30930930930930933,1.0,1.0832787469062892,0.5305760394875116,HAND1;PKP2;GSK3A;FOXF1;TBX20;NPY2R
GO_Biological_Process_2023__Sensory Perception Of Sound (GO:0007605),0.31,1.0,1.060720489354191,0.5172965419393966,CEMIP;COL1A1;USH2A;ALDH7A1;TIMM13;NIPBL;ZNF354A;OTOS;TSPEAR;CLIC5;WFS1;SOD1;CRYM
GO_Biological_Process_2023__Negative Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:2000042),0.31030927835051547,1.0,1.1203660608927957,0.5736404399396815,SHLD1;TRAPPC13;HELB;RADX;PARPBP;KLHL15
GO_Biological_Process_2023__Microglial Cell Activation (GO:0001774),0.310838445807771,0.9901131500331558,1.1144879356589452,0.5712854288800258,IFNG;CLU;APP
GO_Biological_Process_2023__Chondroitin Sulfate Metabolic Process (GO:0030204),0.31113423517169614,0.9869535057386323,1.1113263620047231,0.5830941606527738,CHPF2;CHST11;CSGALNACT1;DSE;CHSY3;CSGALNACT2
GO_Biological_Process_2023__Negative Regulation Of Microtubule Depolymerization (GO:0007026),0.31135902636916835,0.9847195779662283,1.1135078135935401,0.5682681091920987,KATNB1;SPEF1;FGF13
GO_Biological_Process_2023__Regulation Of Amyloid-Beta Clearance (GO:1900221),0.31145833333333334,0.9993040833610913,1.121334629646164,0.5874072687410763,IFNG;CLU;LRPAP1
GO_Biological_Process_2023__Inner Mitochondrial Membrane Organization (GO:0007007),0.31155778894472363,1.0,1.0932249079103629,0.5485550660450367,HSPA9;TIMM13;MTX3;SLC25A46;TIMM29;LETM1;NDUFA13;APOO;APOOL;CHCHD3;TIMM9;MICOS13
GO_Molecular_Function_2023__Telomeric DNA Binding (GO:0042162),0.3118712273641851,1.0,1.0997860048023986,0.5437207435129302,RAD50;PURA;UPF1;TELO2;TERF2;WRN;TERF2IP;POT1;TERF1;SMG1;ZBTB10;TINF2;TENM1;APEX1;TERT;HNRNPD
GO_Biological_Process_2023__DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005),0.312,1.0,1.0900783123508018,0.534896756070701,POLE;TIMELESS;WRN;PCNA;BOD1L1;POLD1;TONSL;MMS22L;EME2;MCM8;RTEL1;SLFN11;FANCM;ATRX;CDK9;ASF1A;EXD2;CAMSAP3;GEN1;PRIMPOL;DONSON
GO_Biological_Process_2023__Transcription Initiation At RNA Polymerase II Promoter (GO:0006367),0.313,1.0,1.0660564612363004,0.5201227455822129,TAF7;MED10;MED26;MED21;CDK7;GTF2F1;MED16;MED28;TAF9;MED29;TAF2;MED27;MED7;TAF1;TAF4;POLR2I;MED22;MED14;TAF3;TBP;POLR2D
GO_Biological_Process_2023__Leukotriene Biosynthetic Process (GO:0019370),0.31354166666666666,0.9855713094968174,1.1267183338177849,0.5871384911426792,PLA2G1B;LTA4H;GGT1
GO_Biological_Process_2023__Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002),0.313824419778002,0.99568086020653,1.1050986441090025,0.5555528317160434,PKP2;CACNA2D1;SNTA1;KCNH2;CACNA1C;KCNE5
GO_Biological_Process_2023__Membrane Protein Ectodomain Proteolysis (GO:0006509),0.3140830800405269,0.9985483858856626,1.1220769397360517,0.5686306215721743,SPPL2B;SPPL3;MMP7;HM13;PSENEN;PRKCQ;ERAP1;NCSTN;BACE2;PSEN2;ADAM9;PSEN1
GO_Biological_Process_2023__Embryonic Digestive Tract Development (GO:0048566),0.3142857142857143,1.0,1.1003047789249876,0.5636252436848086,NIPBL;FOXF1;TCF21
GO_Biological_Process_2023__Modification-Dependent Protein Catabolic Process (GO:0019941),0.315,1.0,1.0417723251675868,0.4986560190224979,RNF14;FEM1C;FBXL14;UBE2B;OS9;TRPC4AP;HERC6;UBE2K;CDC34;NDFIP1;RNF114;MDM2;ANKIB1;NAE1;UBE2S;GET4;UBE2D2;HERC5;RCHY1;UBA1;UBE2I;PSMD9;ISG15;RNF126;UBA52;UBE2D3;FBXO8;ASB2;UBE3B;CNOT4;KEAP1;RNF34;UBA6;HERPUD1;TAF1;RNF133;PSMC2;CDC23;HERC3;FEM1A;NUB1;ITCH;UBE2D4;KLHL3;NEDD8;PCYOX1L;FBXL7;HERC4;SQSTM1;DCST1;RPGR;UBE3C;UBL4A;KLHL15;SIAH1;KLHL8;UBE2G2;RNF40;SPSB2;RNF130;RLIM
GO_Biological_Process_2023__Carboxylic Acid Metabolic Process (GO:0019752),0.3158953722334004,1.0,1.0967054873135906,0.5468526529447453,AMH;CYP4F8;CYP2C9;CYP4F2;N6AMT1;CSGALNACT1;ST3GAL1;CYP2J2;SIRT4;PCK1;GSTO2;AS3MT
GO_Biological_Process_2023__Regulation Of Kinase Activity (GO:0043549),0.316,1.0,1.0609526822619895,0.5136614205327039,CSRP3;ROS1;MST1R;RAD50;VAC14;RBL2;ZNF622;NBN;EPHB4;SOD1;NTRK2
GO_Biological_Process_2023__Regulation Of Macromolecule Biosynthetic Process (GO:0010556),0.316,1.0,1.0748949194111823,0.531423671871652,JADE2;TCOF1;GEMIN5;ATG101;PCIF1;MAPKAPK5;RBM3;DUS3L;ATXN2;EIF4E;ULK1;MSI1;S100A9;ING4;GATA1;ELP3;TSC1;NANOS3;METAP1;JADE3;EIF2S1
GO_Biological_Process_2023__Dicarboxylic Acid Catabolic Process (GO:0043649),0.3162303664921466,0.9858307388843336,1.1305915321590445,0.5854100891173413,GOT2;ALDH1L2;QPRT;ACOT8
GO_Biological_Process_2023__Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227),0.3164426059979317,0.9940241057075154,1.1156981195329305,0.5780603464557293,PPP2CA;MARK4;STMP1;PTPN22;DEPDC1B;USP50;DDX3X;MAVS;PRKD1;TLR6;MAPK8
GO_Biological_Process_2023__Regulation Of mRNA Stability (GO:0043488),0.317,1.0,1.0609709326288332,0.5186581688977843,GDNF;PAIP1;FASTKD3;LARP1;FTO;ELAVL1;YTHDF3;NPM1;FUS;YTHDF1;DND1;TBRG4;MEX3D;CIRBP;FMR1;METTL14;E2F1;KHSRP;CARHSP1;DHX36;FASTKD5;APEX1
GO_Biological_Process_2023__Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429),0.31717171717171716,1.0,1.0995053749103902,0.5543161319431256,IFNG;CLU;AGTR2;ASS1;INSR;NOS1AP;KLF4;TLR6;TNF
GO_Biological_Process_2023__Establishment Of Protein Localization To Plasma Membrane (GO:0061951),0.31795386158475425,1.0,1.0996345278314612,0.536370540048063,PHAF1;SYS1;ARFRP1;GOLGA7;RILPL2;GOLPH3
GO_Biological_Process_2023__Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407),0.3181818181818182,1.0,1.1007052175115803,0.5534005488172479,IFNG;CLU;AGTR2;ASS1;INSR;NOS1AP;KLF4;TLR6;TNF
GO_Biological_Process_2023__Regulation Of Exosomal Secretion (GO:1903541),0.31864754098360654,0.995030389868994,1.11574375200114,0.576945404296208,IFNG;VPS4A
GO_Biological_Process_2023__3'-UTR-mediated mRNA Destabilization (GO:0061158),0.31890179514255546,0.9981551948279858,1.1072921583334363,0.5800631182669311,UPF1;DND1;KHSRP;DHX36
GO_Biological_Process_2023__Mitotic Cell Cycle Phase Transition (GO:0044772),0.319,1.0,1.0482984988558677,0.5138739545966208,CAMK2A;CDK4;CCNG1;POLE;CDC34;UBE2S;PIM2;CCNO;DNM2;TAF2;CCNE1;ANAPC2;KDM8;EIF4E;LCMT1;CCND2;CDC23;GSPT1;PPP6C;CCNF;FBXL7;CCNG2;E2F1;CUL4B;CCNA2;CHMP7;CUL1;CCNJ;MELK;PLCB1;CDKN3;USP29;CDK1;CHMP2A;PKMYT1;BRSK1;MASTL;CCNA1;CDC25B;FBXL15;PPP2R2D;CCNI;CCDC57;FOXM1;PLK1;CUL2;ENSA;TACC3;ACVR1B;CDK2;PHF8
GO_Biological_Process_2023__Axon Development (GO:0061564),0.319,1.0,1.058187390224992,0.5115724551310402,NEUROD4;PLP1;MAP1B;TRIM46;NEUROG1;RAB8A;MAPK8IP3;PAX2;SLC25A46;ZDHHC17;APLP1;CDK5;POU4F1;OLIG2;APP;ARHGAP35;MAP1S
GO_Molecular_Function_2023__snoRNA Binding (GO:0030515),0.31959798994974875,1.0,1.096615080686799,0.5501406854090861,SPPL2B;NHP2;TBL3;NUDT4;DHX37;DKC1;NUDT7;NUDT5;SDE2;PRKDC;NOP14;NUDT1;NOP56;DDX21;NUDT16;BYSL;ISG20;HEATR1
GO_Molecular_Function_2023__Phosphatase Binding (GO:0019902),0.32,1.0,1.0487950227383962,0.5082884802585269,ROS1;CSRNP2;SIGLEC11;ANK1;TBK1;PIK3R1;PXN;TRPC4AP;MAGI2;GTF2F1;VRK3;AP3B1;ANAPC5;PPP1R3F;HSP90B1;TERF2IP;PTK2;STAT6;MAP2K7;TSC2;MVP;KIF3A;WNK1;ITGA1;CARHSP1;SHOC2;STX17;ANAPC4;CHCHD3
GO_Biological_Process_2023__Protein Localization To Nucleus (GO:0034504),0.32,1.0,1.0489727359463425,0.5090395810059343,FAM53C;COL1A1;NUP107;SKP1;TNPO2;CNEP1R1;NUTF2;MDM2;POM121;TNPO1;PEX2;STK4;POM121C;NXT1;ARL2BP;TOR1B;LMNB2;WRN;RANBP17;STK3;NUP93;TOR1A;TSC2;NUP62;NUP214;PRICKLE1;FAM53A;IPO8;NPAP1;IPO4;NOL8;TAF3;NUP188;XPA;CALR;IPO11;PINX1;PHB2
GO_Biological_Process_2023__Negative Regulation Of Cell Death (GO:0060548),0.321,1.0,1.0651249399170521,0.5273571011388201,WNT16;VPS4A;PAX2;VPS35;DPP9;CDK5;POU4F1;CHMP1A;FYN;WFS1;NUP62;TM7SF3;MT3;TIGAR;GPNMB;CHMP7;ALB
GO_Biological_Process_2023__Cellular Response To Hydrogen Peroxide (GO:0070301),0.32228915662650603,1.0,1.0801261695699624,0.5435482534203371,SLC6A2;OSER1;PAX2;ZNF580;CLU;FXN;FYN
GO_Biological_Process_2023__mRNA Transport (GO:0051028),0.323,1.0,1.0704578385593313,0.525960770888655,NUP107;NXF3;THOC3;MAGOHB;UPF1;SLBP;NXT1;THOC2;SARNP;THOC6;FMR1;NUP214;DDX39A;NCBP1;YTHDC1;SMG1;DDX19B;GLE1;NOL3;FYTTD1;MCM3AP;RAE1
GO_Biological_Process_2023__Positive Regulation Of Cell Death (GO:0010942),0.3239719157472417,1.0,1.0672345989054326,0.5290697601604499,IFNG;SLC6A13;MARK4;CLU;FYN;MT3;HPR
GO_Biological_Process_2023__Immunoglobulin Mediated Immune Response (GO:0016064),0.32407407407407407,0.9908640123200816,1.1151813200889864,0.5681236085083761,GNAO1;GAPT
GO_Biological_Process_2023__Positive Regulation Of Transcription By RNA Polymerase I (GO:0045943),0.324269889224572,1.0,1.0994720968869462,0.5454824659437001,UTP15;PWP1;IPPK;SMARCA4;PIH1D1;BAZ1B;LYAR
GO_Biological_Process_2023__T Cell Migration (GO:0072678),0.32432432432432434,0.6756448717558646,-1.0954257291741083,-0.30004453351146737,SLC12A2;MYO1G;CXCL11;S1PR1;CXCL10;XG;PIK3CD;CCL3;ZAP70;CXCL16;PIK3CG;MSN;CCR6;CCL26;GPR183
GO_Biological_Process_2023__Positive Regulation Of Protein Ubiquitination (GO:0031398),0.325,1.0,1.0578956701359978,0.5132664708488008,MAGEA2;UBE2N;DERL1;PDCD6;GSK3A;FBXO4;NDFIP1;HDAC3;HSPBP1;RCHY1;HUWE1;PIN1;PAXIP1;DCUN1D4;WFS1;ARRDC3;PRICKLE1;DCUN1D1;AXIN1;BIRC7;BIRC3;DCUN1D3;TSPYL5;UBQLN1;FANCM;SPRTN;PSMD10;PTTG1IP
GO_Biological_Process_2023__Protein Deacylation (GO:0035601),0.3251282051282051,1.0,1.0982699781229852,0.5621144142374664,ABHD17A;HDAC3;SIRT2;SIRT6;ABHD17B;HDAC6;LYPLA1
GO_Biological_Process_2023__ncRNA Catabolic Process (GO:0034661),0.32525252525252524,1.0,1.0919307970579935,0.5441332231184126,LIN28B;PARN;ZCCHC8;DEDD2;SND1;EXOSC5;ERN2;EXOSC6;EXOSC2;EXOSC4;TRIR;ZC3H4;LIN28A;POP1;DICER1
GO_Biological_Process_2023__DNA Geometric Change (GO:0032392),0.32593340060544906,1.0,1.097758358639928,0.5457892673096105,RAD50;UPF1;MTERF1;WRN;NBN;POT1;DHX36;MCM8;HMGB2;RECQL4;ASCC1;RTEL1
GO_Biological_Process_2023__Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333),0.326,1.0,1.0689419256179153,0.531554860534518,CSNK1A1;CARD8;DKK1;PRRT2;PEX5;CLU;RPL13A;HSF1;IRGM;ULK1;LCMT1;PPM1A;SRC;HDAC6;PYDC1;DDX3X;MEFV;ANKS1B
GO_Biological_Process_2023__Histone Deacetylation (GO:0016575),0.32696177062374243,1.0,1.0809623808879396,0.5360511034823199,MBD3;HDAC3;SIRT2;GATAD2A;MIER2;SUDS3;MORF4L2;SIRT6;GATAD2B;HDAC6;CHD4;TBL1X;SIRT4;ELK4
GO_Biological_Process_2023__Positive Regulation Of Cell Cycle (GO:0045787),0.327,1.0,1.0686518285149056,0.5238514389334136,MAGEA4;MDM2;TAL1;MARK4;NUPR1;RAD23A;HSF1;LRP6;EIF4E;SRPK2;CCND2;APP;PKD1
GO_Biological_Process_2023__Melanosome Localization (GO:0032400),0.32719836400818,0.9950514404154011,1.1038225200422735,0.5835832323490542,BBS7;VPS33A;RAB11B;MKKS;BBS2;GPR143;BLOC1S3;SHROOM2
GO_Biological_Process_2023__Regulation Of Synapse Organization (GO:0050807),0.3272543059777102,1.0,1.0939655859105386,0.5495406169539904,ARHGAP22;CLN3;GRIPAP1;CAMK2B;YWHAZ;CTTNBP2;KLK8;MEF2C;CDKL5;WNT5A;TNF
GO_Molecular_Function_2023__Receptor Tyrosine Kinase Binding (GO:0030971),0.32732732732732733,1.0,1.0709002560366996,0.5236932689556356,ELMO2;PIK3R1;SH2B1;FIZ1;NRG1;SHC1;PCNA;CPNE3;RNF41;PTPN1;PITPNM2;SQSTM1;FLT3LG;FRS2;PTPN11
GO_Biological_Process_2023__Pore Complex Assembly (GO:0046931),0.32854209445585214,1.0,1.1209472044938922,0.5829697894110676,NUP107;TMEM170A;NUP93;NUP205;ANO6
GO_Biological_Process_2023__Intracellular Calcium Ion Homeostasis (GO:0006874),0.329,1.0,1.043388205781113,0.5083370414255777,CSRP3;EDN3;TRPC5;ATP2A1;CHERP;ANXA6;ATP13A1;ATP2B1;RYR1;CLN3;SLC8B1;TMEM165;CD40;ATP2C2;LETM1;SLC8A3;SLC10A7;SLC35G1
GO_Biological_Process_2023__Regulation Of Protein Sumoylation (GO:0033233),0.33019853709508884,0.9938187114621285,1.1050074981380424,0.5768653134357765,MAGEA2;PIAS4;SAE1;UBA2;GNL3L;PIAS3
GO_Biological_Process_2023__Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),0.331,1.0,1.0611211078015366,0.5145865811418874,GRIN2A;CHERP;CACNA2D1;CACNA1E;CACNA1A;SCN8A;RYR1;SLC8A3;CLU
GO_Biological_Process_2023__Negative Regulation Of Catabolic Process (GO:0009895),0.331,1.0,1.056254522335472,0.5152260623254258,HCAR2;CIDEC;PRKAA1;SIRT2;CST3;NUPR1;SGTA;PIN1;SF3B3;ADGRB1;MAD2L1;TAF1;SIRT6;CSNK2A2;PHF20L1;CSNK2A1;TIGAR;IRAK3;AZIN1;ADRA2A
GO_Molecular_Function_2023__Nuclear Localization Sequence Binding (GO:0008139),0.3316430020283976,1.0,1.0894664969143266,0.557837434843601,TNPO2;POM121;TNPO1;POM121C;NUP214;NPAP1;IPO4
GO_Biological_Process_2023__Regulation Of Receptor Internalization (GO:0002090),0.3319959879638917,1.0,1.0697535758792025,0.5334087483101172,DKK1;EGF;CD63;MAGI2;ATXN2;LRPAP1;FMR1;INSR;SFRP4;MKLN1;ATAD1;SDCBP
GO_Biological_Process_2023__Regulation Of Cell Cycle Process (GO:0010564),0.332,1.0,1.0445747397490615,0.5081348718581258,ACTL6B;BRD7;AURKB;APC;BCL7B;SMARCA4;MARK4;SMARCD3;DPF1;PIN1;RPRD1B;SMARCC2;ARID2;SND1;E4F1;CALM3;ATF5;PRMT5;KLHL13;BCL2L1;SPAG5;MAP9;ACTL6A;DCUN1D3;CEP250;BCL7C;KIF20B;L3MBTL1
GO_Biological_Process_2023__Negative Regulation Of Anoikis (GO:2000811),0.3322949117341641,0.9976708609333407,1.1079914910856201,0.5693568406675003,ZNF304;PTK2;SRC;MCL1;PDK4;PIK3CA;TLE1
GO_Biological_Process_2023__Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239),0.3326592517694641,1.0,1.0856424530407678,0.5423247436559537,GDNF;MCL1;BCL2L1;FGFR1;INHBA;GATA1;TERT;CSF2;TNF
GO_Molecular_Function_2023__Signaling Receptor Complex Adaptor Activity (GO:0030159),0.3333333333333333,1.0,1.0722439246161122,0.5268899240544797,PIK3R1;SH2B1;MAPK8IP3;MAGI2;SHC1;SPATA2;DEDD2;NUP62;GNB2;G3BP2;FRS2;PTPN11;NCOA2;DLG5;ROPN1B;MMS19;UXT;GNB3;SH2B2
GO_Biological_Process_2023__Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077),0.3333333333333333,1.0,1.0741705116492397,0.5397169972654579,PIP4K2C;GSK3A;SOCS1;TSC2;PTPN1;SLC27A4;PRKCQ;TNS2
GO_Molecular_Function_2023__Glucose Transmembrane Transporter Activity (GO:0005355),0.3333333333333333,0.7354448347769916,-1.0687177505874683,-0.2970960208301392,SLC2A11;SLC5A1;SLC5A2;PPBP;SLC5A4;SLC45A1;SLC2A2;SLC5A11;SLC2A5;SLC5A10
GO_Biological_Process_2023__Negative Regulation Of Interleukin-10 Production (GO:0032693),0.3333333333333333,0.826657554573093,-0.9982291239556309,-0.2703840076794479,LILRB1;LILRB4;TYROBP;VSIR;PDCD1LG2;TNFRSF21
GO_Biological_Process_2023__Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808),0.3336673346693387,1.0,1.0707980022097274,0.5349427585950766,FGF10;PEX2;GLI1;PAGR1;MBLAC1;DDRGK1;CCND2;ANKRD17;DDX3X;PLCB1;PHB2;CDC73;KMT2E
